Instance                      Max Toggles   Total Toggles   Internal   Switching     Leakage       Total  Percentage    Cell
                              Input Pins    Output Pins     Power      Power         Power         Power  (%)           Name
----------------------------------------------------------------------------------------------------------------------------
reg_DOUT_n71                   4.231e+07   1.887e-15         1.1   4.832e-05     0.01215 
DOUT[0]                        1.073e+07   6.199e-15         1.1   4.022e-05     0.01012 
DOUT[2]                        1.073e+07   6.087e-15         1.1    3.95e-05    0.009934 
reg_DOUT_n57                   4.231e+07   1.408e-15         1.1   3.604e-05    0.009064 
DOUT[3]                        1.073e+07   5.482e-15         1.1   3.558e-05    0.008947 
reg_in_n18                     2.578e+07   2.161e-15         1.1   3.371e-05    0.008478 
reg_in_n19                     2.578e+07    2.14e-15         1.1   3.338e-05    0.008396 
reg_in_n27                     2.578e+07   2.056e-15         1.1   3.208e-05    0.008068 
reg_in_n28                     2.578e+07   2.043e-15         1.1   3.186e-05    0.008014 
add_sx_N3                      2.578e+07   2.021e-15         1.1   3.152e-05    0.007928 
reg_in_n23                     2.578e+07   2.018e-15         1.1   3.147e-05    0.007916 
reg_in_n17                     2.578e+07   2.015e-15         1.1   3.144e-05    0.007906 
reg_in_n24                     2.578e+07   2.004e-15         1.1   3.126e-05    0.007862 
add_sx_N6                      2.578e+07   1.997e-15         1.1   3.115e-05    0.007836 
reg_in_n20                     2.578e+07   1.994e-15         1.1    3.11e-05    0.007823 
add_sx_N5                      2.578e+07   1.968e-15         1.1   3.071e-05    0.007723 
DOUT[1]                        1.073e+07   4.712e-15         1.1   3.058e-05     0.00769 
reg_in_n25                     2.578e+07   1.946e-15         1.1   3.035e-05    0.007634 
reg_in_n16                     2.578e+07   1.941e-15         1.1   3.027e-05    0.007614 
reg_in_n15                     2.578e+07   1.938e-15         1.1   3.023e-05    0.007603 
add_sx_N4                      2.578e+07   1.933e-15         1.1   3.016e-05    0.007585 
reg_in_n26                     2.578e+07   1.897e-15         1.1   2.959e-05    0.007443 
reg_in_n22                     2.578e+07   1.891e-15         1.1   2.949e-05    0.007417 
reg_in_n21                     2.578e+07   1.881e-15         1.1   2.935e-05    0.007381 
add_sx_n30                     2.578e+07   1.871e-15         1.1   2.919e-05    0.007341 
add_sx_n28                     2.578e+07   1.868e-15         1.1   2.914e-05    0.007329 
add_sx_n37                     2.578e+07   1.861e-15         1.1   2.904e-05    0.007303 
add_sx_n29                     2.578e+07   1.852e-15         1.1   2.889e-05    0.007266 
add_sx_n31                     2.578e+07   1.835e-15         1.1   2.863e-05    0.007201 
reg_in_n37                     2.578e+07   1.533e-15         1.1   2.392e-05    0.006016 
reg_in_n36                     2.578e+07   1.425e-15         1.1   2.222e-05    0.005589 
reg_in_n35                     2.578e+07   1.419e-15         1.1   2.214e-05    0.005568 
reg_in_n29                     2.578e+07    1.36e-15         1.1   2.122e-05    0.005336 
reg_in_n40                     2.578e+07   1.332e-15         1.1   2.078e-05    0.005226 
reg_in_n39                     2.578e+07   1.306e-15         1.1   2.037e-05    0.005123 
reg_in_n38                     2.578e+07   1.294e-15         1.1   2.019e-05    0.005077 
reg_in_n32                     2.578e+07   1.285e-15         1.1   2.004e-05    0.005041 
reg_in_n42                     2.578e+07   1.272e-15         1.1   1.984e-05    0.004991 
reg_in_n34                     2.578e+07   1.271e-15         1.1   1.983e-05    0.004987 
reg_in_n33                     2.578e+07   1.271e-15         1.1   1.983e-05    0.004987 
reg_in_n30                     2.578e+07   1.264e-15         1.1   1.972e-05    0.004959 
reg_in_n41                     2.578e+07   1.259e-15         1.1   1.964e-05     0.00494 
reg_in_n31                     2.578e+07   1.245e-15         1.1   1.942e-05    0.004884 
reg_in_n3                       1.65e+07   1.875e-15         1.1   1.872e-05    0.004709 
reg_in_n12                      1.65e+07   1.874e-15         1.1   1.871e-05    0.004705 
reg_in_n4                       1.65e+07   1.863e-15         1.1    1.86e-05    0.004678 
reg_in_n13                      1.65e+07    1.86e-15         1.1   1.857e-05     0.00467 
reg_in_n6                       1.65e+07   1.858e-15         1.1   1.855e-05    0.004666 
reg_in_n14                      1.65e+07   1.844e-15         1.1   1.841e-05    0.004629 
reg_in_n11                      1.65e+07    1.84e-15         1.1   1.837e-05    0.004619 
reg_in_n5                       1.65e+07    1.83e-15         1.1   1.827e-05    0.004595 
reg_in_n7                       1.65e+07    1.83e-15         1.1   1.827e-05    0.004594 
reg_in_n2                       1.65e+07   1.816e-15         1.1   1.813e-05     0.00456 
reg_in_n1                       1.65e+07   1.795e-15         1.1   1.792e-05    0.004506 
reg_in_n10                      1.65e+07   1.792e-15         1.1    1.79e-05    0.004501 
reg_in_n8                       1.65e+07   1.787e-15         1.1   1.784e-05    0.004487 
reg_in_n9                       1.65e+07   1.728e-15         1.1   1.725e-05    0.004338 
reg_VOUT_int_n3                 1.65e+07   1.408e-15         1.1   1.406e-05    0.003535 
reg_DOUT_n72                   1.073e+07   2.088e-15         1.1   1.355e-05    0.003408 
reg_DOUT_n74                   1.073e+07   1.974e-15         1.1   1.281e-05    0.003221 
reg_DOUT_n75                   1.073e+07   1.958e-15         1.1   1.271e-05    0.003196 
reg_DOUT_n73                   1.073e+07   1.903e-15         1.1   1.235e-05    0.003106 
reg_DOUT_n59                   1.073e+07   1.368e-15         1.1   8.874e-06    0.002232 
reg_DOUT_n58                   1.073e+07   1.329e-15         1.1   8.626e-06     0.00217 
reg_DOUT_n60                   1.073e+07   1.266e-15         1.1   8.218e-06    0.002067 
reg_DOUT_n61                   1.073e+07   1.263e-15         1.1   8.199e-06    0.002062 
DIN[13]                         1.65e+07   7.619e-15           0           0           0 
DIN[11]                         1.65e+07    7.17e-15           0           0           0 
Vin                             1.65e+07   7.559e-14           0           0           0 
rst                             1.65e+07   7.383e-14           0           0           0 
clk                             1.65e+08   4.643e-14           0           0           0 
add_sx_n18                             0   2.914e-14         1.1           0           0 
add_sx_result_0_               2.578e+07           0         1.1           0           0 
DIN[10]                         1.65e+07   6.872e-15           0           0           0 
add_sx_result_1_               2.578e+07           0         1.1           0           0 
DIN[9]                          1.65e+07   5.475e-15           0           0           0 
DIN[8]                          1.65e+07   5.448e-15           0           0           0 
add_sx_result_3_               2.578e+07           0         1.1           0           0 
add_sx_result_4_               2.578e+07           0         1.1           0           0 
add_sx_result_5_               1.547e+08           0         1.1           0           0 
add_sx_result_6_               1.611e+08           0         1.1           0           0 
DIN[0]                          1.65e+07   5.297e-15           0           0           0 
DIN[1]                          1.65e+07   5.681e-15           0           0           0 
DIN[2]                          1.65e+07   6.122e-15           0           0           0 
DIN[3]                          1.65e+07   6.366e-15           0           0           0 
DIN[4]                          1.65e+07   6.493e-15           0           0           0 
DIN[5]                          1.65e+07   6.791e-15           0           0           0 
DIN[6]                          1.65e+07   5.293e-15           0           0           0 
add_sx_result_7_                   2e+08           0         1.1           0           0 
add_sx_result_8_                   2e+08           0         1.1           0           0 
DIN[7]                          1.65e+07    5.22e-15           0           0           0 
add_sx_result_2_               2.578e+07           0         1.1           0           0 
molta1_mult_17_n141                    0   6.132e-15         1.1           0           0 
molta1_mult_17_n54                     0    4.03e-15         1.1           0           0 
molta1_mult_17_n48                     0   3.902e-15         1.1           0           0 
moltb1_result_11_                  2e+08           0         1.1           0           0 
moltb1_mult_17_n141                    0   5.455e-15         1.1           0           0 
moltb0_result_11_                  2e+08           0         1.1           0           0 
moltb0_mult_17_n141                    0   5.684e-15         1.1           0           0 
reg_DOUT_n88                           0   1.839e-15         1.1           0           0 
reg_DOUT_n87                           0   1.843e-15         1.1           0           0 
reg_DOUT_n86                           0   1.806e-15         1.1           0           0 
reg_VOUT_int_n2                 1.65e+07           0         1.1           0           0 
reg_VOUT_n5                     1.65e+07           0         1.1           0           0 
fb[4]                                  0   6.404e-15         1.1           0           0 
DOUT_temp_3                            0   1.629e-15         1.1           0           0 
DIN[12]                         1.65e+07   7.375e-15           0           0           0 
DOUT_temp_1                            0   1.673e-15         1.1           0           0 
add_sx_add_16_carry[5]                 0   3.086e-15         1.1           0           0 
add_sx_add_16_carry[4]                 0   3.234e-15         1.1           0           0 
add_sx_add_16_carry[3]                 0   3.003e-15         1.1           0           0 
add_sx_add_16_carry[2]                 0   2.968e-15         1.1           0           0 
add_sx_sub_16_carry[5]                 0   3.004e-15         1.1           0           0 
add_sx_sub_16_carry[4]                 0   2.914e-15         1.1           0           0 
add_sx_sub_16_carry[3]                 0   2.994e-15         1.1           0           0 
add_sx_sub_16_carry[2]                 0   3.114e-15         1.1           0           0 
add_dx_add_16_carry[4]                 0   2.932e-15         1.1           0           0 
add_dx_add_16_carry[3]                 0   2.972e-15         1.1           0           0 
add_dx_add_16_carry[2]                 0   2.931e-15         1.1           0           0 
add_dx_sub_16_carry[4]                 0   2.936e-15         1.1           0           0 
add_dx_sub_16_carry[3]                 0   3.424e-15         1.1           0           0 
add_dx_sub_16_carry[2]                 0   2.994e-15         1.1           0           0 
DOUT_temp_2                            0    1.75e-15         1.1           0           0 
add_sx_N31                         2e+08           0         1.1           0           0 
add_sx_N29                         2e+08           0         1.1           0           0 
add_sx_N27                         2e+08           0         1.1           0           0 
add_sx_N26                         2e+08           0         1.1           0           0 
add_sx_N25                         2e+08           0         1.1           0           0 
add_sx_N24                         2e+08           0         1.1           0           0 
add_sx_N23                     1.611e+08           0         1.1           0           0 
add_sx_N22                     1.547e+08           0         1.1           0           0 
add_sx_N21                     2.578e+07           0         1.1           0           0 
add_sx_N20                     2.578e+07           0         1.1           0           0 
add_sx_N19                     2.578e+07           0         1.1           0           0 
add_sx_N18                     2.578e+07           0         1.1           0           0 
add_sx_N17                     2.578e+07           0         1.1           0           0 
add_sx_sub_16_n15                      0   3.643e-15         1.1           0           0 
add_sx_sub_16_n14                      0   3.767e-15         1.1           0           0 
molta1_result_11_                  2e+08           0         1.1           0           0 
add_sx_sub_16_n11                      0   3.655e-15         1.1           0           0 
add_dx_n38                             0   1.883e-15         1.1           0           0 
add_dx_n37                             0   1.937e-15         1.1           0           0 
add_dx_n36                             0   1.823e-15         1.1           0           0 
add_dx_n18                             0   2.726e-14         1.1           0           0 
add_dx_result_14_                  2e+08           0         1.1           0           0 
add_dx_N20                             0   1.786e-15         1.1           0           0 
add_dx_N19                             0   1.725e-15         1.1           0           0 
add_dx_N18                             0   1.656e-15         1.1           0           0 
add_dx_N5                              0   2.132e-15         1.1           0           0 
add_dx_N4                              0   1.777e-15         1.1           0           0 
add_dx_N3                              0   1.878e-15         1.1           0           0 
add_dx_sub_16_n15                      0   3.551e-15         1.1           0           0 
add_dx_sub_16_n14                      0   3.645e-15         1.1           0           0 
add_dx_sub_16_n13                      0   3.729e-15         1.1           0           0 
add_sx_sub_16_n13                      0   3.643e-15         1.1           0           0 


Domain                 Voltage     Internal   Switching     Leakage       Total  Percentage 
                                   Power      Power         Power         Power  (%)        
-----------------------------------------------------------------------------------------


-----------------------------------------------------------------------------------------
*	Power Distribution Summary: 
* 		Highest Average Power:         moltb0_mult_17_U3 (FA_X1): 	  0.003856 
* 		Highest Leakage Power:     reg_VOUT_data_out_reg (DFFR_X1): 	 8.621e-05 
* 		Total Cap: 	2.33653e-12 F
* 		Total instances in design:   461
* 		Total instances in design with no power:     0
